Symbol,Name,Sector,industry,Exchange
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
PTE,"PolarityTE, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production,NASDAQ
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
PTI,"Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
PTN,"Palatin Technologies, Inc.",Health Care,Major Pharmaceuticals,AMEX
PTNR,Partner Communications Company Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ
PTR,PetroChina Company Limited,Energy,Oil & Gas Production,NYSE
PTSI,"P.A.M. Transportation Services, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
PTVCA,Protective Insurance Corporation,Finance,Property-Casualty Insurers,NASDAQ
PTVCB,Protective Insurance Corporation,Finance,Property-Casualty Insurers,NASDAQ
PUB,People&#39;s Utah Bancorp,Finance,Major Banks,NASDAQ
PUK,Prudential Public Limited Company,Finance,Life Insurance,NYSE
PULM,"Pulmatrix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
PUMP,ProPetro Holding Corp.,Energy,Oilfield Services/Equipment,NYSE
PUYI,Puyi Inc.,Finance,Investment Managers,NASDAQ
PVAC,Penn Virginia Corporation,Energy,Oil & Gas Production,NASDAQ
PVBC,"Provident Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
PVG,"Pretium Resources, Inc.",Basic Industries,Precious Metals,NYSE
PVH,PVH Corp.,Consumer Non-Durables,Apparel,NYSE
PVL,Permianville Royalty Trust,Energy,Oil & Gas Production,NYSE
PVT,Pivotal Acquisition Corp.,Finance,Business Services,NYSE
PVTL,"Pivotal Software, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
PW,Power REIT,Consumer Services,Real Estate Investment Trusts,AMEX
PWOD,"Penns Woods Bancorp, Inc.",Finance,Major Banks,NASDAQ
PWR,"Quanta Services, Inc.",Capital Goods,Engineering & Construction,NYSE
PXD,Pioneer Natural Resources Company,Energy,Oil & Gas Production,NYSE
PXLW,"Pixelworks, Inc.",Technology,Semiconductors,NASDAQ
PXS,Pyxis Tankers Inc.,Transportation,Marine Transportation,NASDAQ
PYDS,"Payment Data Systems, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
PYPL,"PayPal Holdings, Inc.",Miscellaneous,Business Services,NASDAQ
PYS,PPlus Trust,Finance,Finance: Consumer Services,NYSE
PYT,PPlus Trust,Finance,Finance: Consumer Services,NYSE
PYX,"Pyxus International, Inc.",Consumer Services,Farming/Seeds/Milling,NYSE
PZG,Paramount Gold Nevada Corp.,Basic Industries,Precious Metals,AMEX
PZN,Pzena Investment Management Inc,Finance,Investment Managers,NYSE
PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants,NASDAQ
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
QBAK,Qualstar Corporation,Technology,Electronic Components,NASDAQ
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
QCRH,"QCR Holdings, Inc.",Finance,Major Banks,NASDAQ
QD,Qudian Inc.,Finance,Finance: Consumer Services,NYSE
QDEL,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
QEP,"QEP Resources, Inc.",Energy,Oil & Gas Production,NYSE
QES,Quintana Energy Services Inc.,Energy,Oilfield Services/Equipment,NYSE
QFIN,"360 Finance, Inc.",Finance,Finance: Consumer Services,NASDAQ
QGEN,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
QGEN,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NYSE
QHC,Quorum Health Corporation,Health Care,Hospital/Nursing Management,NYSE
QIWI,QIWI plc,Miscellaneous,Business Services,NASDAQ
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
QNST,"QuinStreet, Inc.",Miscellaneous,Business Services,NASDAQ
QRHC,Quest Resource Holding Corporation,Technology,Diversified Commercial Services,NASDAQ
QRTEA,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ
QRTEB,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ
QRVO,"Qorvo, Inc.",Technology,Semiconductors,NASDAQ
QSR,Restaurant Brands International Inc.,Consumer Services,Restaurants,NYSE
QTNA,"Quantenna Communications, Inc.",Technology,Semiconductors,NASDAQ
QTNT,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
QTRH,Quarterhill Inc.,Miscellaneous,Multi-Sector Companies,NASDAQ
QTRX,Quanterix Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
QTS,"QTS Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
QTWO,"Q2 Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
QUAD,"Quad Graphics, Inc",Miscellaneous,Publishing,NYSE
QUIK,QuickLogic Corporation,Technology,Semiconductors,NASDAQ
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
QUOT,Quotient Technology Inc.,Consumer Services,Advertising,NYSE
QURE,uniQure N.V.,Health Care,Major Pharmaceuticals,NASDAQ
QVCD,"QVC, Inc.",Consumer Services,Catalog/Specialty Distribution,NYSE
R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies,NYSE
RACE,Ferrari N.V.,Capital Goods,Auto Manufacturing,NYSE
RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services,NYSE
RADA,RADA Electronic Industries Ltd.,Technology,Electronic Components,NASDAQ
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads,NASDAQ
RAMP,"LiveRamp Holdings, Inc.",Technology,EDP Services,NYSE
RAND,Rand Capital Corporation,Consumer Non-Durables,Textiles,NASDAQ
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,NASDAQ
RARX,"Ra Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors,NASDAQ
RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals,NASDAQ
RBA,Ritchie Bros. Auctioneers Incorporated,Miscellaneous,Business Services,NYSE
RBB,RBB Bancorp,Finance,Major Banks,NASDAQ
RBBN,Ribbon Communications Inc. ,Technology,EDP Services,NASDAQ
RBC,Regal Beloit Corporation,Consumer Durables,Metal Fabrications,NYSE
RBCAA,"Republic Bancorp, Inc.",Finance,Major Banks,NASDAQ
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors,NASDAQ
RBKB,"Rhinebeck Bancorp, Inc.",Finance,Banks,NASDAQ
RBNC,"Reliant Bancorp, Inc.",Finance,Major Banks,NASDAQ
RBS,Royal Bank Scotland plc (The),Finance,Commercial Banks,NYSE
RBZ,Reebonz Holding Limited,Consumer Services,Catalog/Specialty Distribution,NASDAQ
RC,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
RCA,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
RCI,"Rogers Communication, Inc.",Consumer Services,Television Services,NYSE
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services,NASDAQ
RCKT,"Rocket Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation,NYSE
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services,NASDAQ
RCMT,"RCM Technologies, Inc.",Technology,Professional Services,NASDAQ
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment,NASDAQ
RCP,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
RCUS,"Arcus Biosciences, Inc.",Health Care,Major Pharmaceuticals,NYSE
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment,NASDAQ
RDFN,Redfin Corporation,Finance,Real Estate,NASDAQ
RDHL,Redhill Biopharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
RDI,Reading International Inc,Consumer Services,Movies/Entertainment,NASDAQ
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment,NASDAQ
RDN,Radian Group Inc.,Finance,Property-Casualty Insurers,NYSE
RDNT,"RadNet, Inc.",Health Care,Medical Specialities,NASDAQ
RDUS,"Radius Health, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RDVT,"Red Violet, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
RDWR,Radware Ltd.,Miscellaneous,Business Services,NASDAQ
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,Major Pharmaceuticals,NYSE
RE,"Everest Re Group, Ltd.",Finance,Property-Casualty Insurers,NYSE
RECN,"Resources Connection, Inc.",Miscellaneous,Business Services,NASDAQ
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services,NASDAQ
REED,"Reeds, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
REFR,Research Frontiers Incorporated,Miscellaneous,Multi-Sector Companies,NASDAQ
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
REGI,"Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,NASDAQ
REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
REI,"Ring Energy, Inc.",Energy,Oil & Gas Production,AMEX
REKR,"Rekor Systems, Inc.",Capital Goods,Telecommunications Equipment,NASDAQ
RELL,"Richardson Electronics, Ltd.",Technology,Electronic Components,NASDAQ
RELV,"Reliv&#39; International, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RELX,RELX PLC,Consumer Services,Publishing,NYSE
RENN,Renren Inc.,Technology,EDP Services,NYSE
REPH,"Recro Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
REPL,"Replimune Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RES,"RPC, Inc.",Energy,Oilfield Services/Equipment,NYSE
RESI,Front Yard Residential Corporation,Finance,Real Estate,NYSE
RESN,Resonant Inc.,Technology,Semiconductors,NASDAQ
RETA,"Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RETO,"ReTo Eco-Solutions, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
REV,"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NYSE
REVG,"REV Group, Inc.",Capital Goods,Auto Manufacturing,NYSE
REX,REX American Resources Corporation,Basic Industries,Major Chemicals,NYSE
REXR,"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
REZI,"Resideo Technologies, Inc.",Capital Goods,Wholesale Distributors,NYSE
RF,Regions Financial Corporation,Finance,Major Banks,NYSE
RFIL,"RF Industries, Ltd.",Capital Goods,Electrical Products,NASDAQ
RFL,"Rafael Holdings, Inc.",Finance,Real Estate,AMEX
RFP,Resolute Forest Products Inc.,Basic Industries,Paper,NYSE
RGA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,NYSE
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production,NASDAQ
RGEN,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals,NASDAQ
RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories,NYSE
RGS,Regis Corporation,Consumer Services,Other Consumer Services,NYSE
RH,RH,Consumer Services,Other Specialty Stores,NYSE
RHE,"Regional Health Properties, Inc.",Health Care,Hospital/Nursing Management,AMEX
RHI,Robert Half International Inc.,Technology,Professional Services,NYSE
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
RHT,"Red Hat, Inc.",Technology,"Computer Software: Programming, Data Processing",NYSE
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,NASDAQ
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants,NASDAQ
RIG,Transocean Ltd.,Energy,Oil & Gas Production,NYSE
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RILY,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYG,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYH,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYI,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYL,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYO,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,Business Services,NASDAQ
RIO,Rio Tinto Plc,Basic Industries,Precious Metals,NYSE
RIOT,"Riot Blockchain, Inc",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
RIVE,Riverview Financial Corporation,Finance,Major Banks,NASDAQ
RJF,"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE
RKDA,"Arcadia Biosciences, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel,NYSE
RLGT,"Radiant Logistics, Inc.",Transportation,Oil Refining/Marketing,AMEX
RLGY,Realogy Holdings Corp.,Finance,Real Estate,NYSE
RLH,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts,NYSE
RLI,RLI Corp.,Finance,Property-Casualty Insurers,NYSE
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,NYSE
RLM,Realm Therapeutics plc,Health Care,Major Pharmaceuticals,NASDAQ
RM,Regional Management Corp.,Finance,Finance: Consumer Services,NYSE
RMAX,"RE/MAX Holdings, Inc.",Finance,Real Estate,NYSE
RMBL,"RumbleOn, Inc.",Technology,EDP Services,NASDAQ
RMBS,"Rambus, Inc.",Technology,Semiconductors,NASDAQ
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ
RMD,ResMed Inc.,Health Care,Medical/Dental Instruments,NYSE
RMED,"Ra Medical Systems, Inc.",Health Care,Medical/Dental Instruments,NYSE
RMG,RMG Acquisition Corp.,Finance,Business Services,NYSE
RMNI,"Rimini Street, Inc.",Miscellaneous,Business Services,NASDAQ
RMR,The RMR Group Inc.,Consumer Services,Professional Services,NASDAQ
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
RNDB,"Randolph Bancorp, Inc.",Finance,Major Banks,NASDAQ
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ
RNG,"Ringcentral, Inc.",Technology,EDP Services,NYSE
RNGR,"Ranger Energy Services, Inc.",Energy,Oilfield Services/Equipment,NYSE
RNN,"Rexahn Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,AMEX
RNR,RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers,NYSE
RNST,Renasant Corporation,Finance,Major Banks,NASDAQ
RNWK,"RealNetworks, Inc.",Technology,EDP Services,NASDAQ
ROAD,"Construction Partners, Inc.",Basic Industries,Military/Government/Technical,NASDAQ
ROAN,"Roan Resources, Inc.",Energy,Oil & Gas Production,NYSE
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ
ROG,Rogers Corporation,Basic Industries,Major Chemicals,NYSE
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ
ROK,"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
ROKU,"Roku, Inc.",Consumer Services,Television Services,NASDAQ
ROL,"Rollins, Inc.",Finance,Diversified Commercial Services,NYSE
ROLL,RBC Bearings Incorporated,Capital Goods,Metal Fabrications,NASDAQ
ROP,"Roper Technologies, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
ROSE,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ
ROSEU,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ
ROSEW,Rosehill Resources Inc.,Energy,Oil & Gas Production,NASDAQ
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
ROX,"Castle Brands, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),AMEX
ROYT,Pacific Coast Oil Trust,Energy,Oil & Gas Production,NYSE
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
RPAI,"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
RPLA,Replay Acquisition Corp.,Finance,Business Services,NYSE
RPM,RPM International Inc.,Basic Industries,Paints/Coatings,NYSE
RPT,RPT Realty,Consumer Services,Real Estate Investment Trusts,NYSE
RRBI,"Red River Bancshares, Inc.",Finance,Major Banks,NASDAQ
RRC,Range Resources Corporation,Energy,Oil & Gas Production,NYSE
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,NASDAQ
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,NYSE
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,NASDAQ
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
RRTS,"Roadrunner Transportation Systems, Inc.",Transportation,Oil Refining/Marketing,NYSE
RS,Reliance Steel & Aluminum Co.,Basic Industries,Metal Fabrications,NYSE
RSG,"Republic Services, Inc.",Public Utilities,Environmental Services,NYSE
RST,Rosetta Stone,Technology,Computer Software: Prepackaged Software,NYSE
RTEC,"Rudolph Technologies, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
RTIX,"RTI Surgical Holdings, Inc.",Health Care,Industrial Specialties,NASDAQ
RTLR,Rattler Midstream LP,Public Utilities,Natural Gas Distribution,NASDAQ
RTN,Raytheon Company,Capital Goods,Industrial Machinery/Components,NYSE
RTRX,"Retrophin, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RTW,"RTW Retailwinds, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing",NYSE
RUBY,"Rubius Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RUHN,Ruhnn Holding Limited,Consumer Services,Catalog/Specialty Distribution,NASDAQ
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,NASDAQ
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ
RUSHB,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants,NASDAQ
RVEN,"Reven Housing REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
RVI,Retail Value Inc.,Finance,Real Estate,NYSE
RVLT,"Revolution Lighting Technologies, Inc.",Consumer Durables,Building Products,NASDAQ
RVNC,"Revance Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RVP,"Retractable Technologies, Inc.",Health Care,Medical/Dental Instruments,AMEX
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions,NASDAQ
RWGE,Regalwood Global Energy Ltd.,Finance,Business Services,NYSE
RWLK,ReWalk Robotics Ltd.,Health Care,Industrial Specialties,NASDAQ
RWT,"Redwood Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components,NYSE
RY,Royal Bank Of Canada,Finance,Commercial Banks,NYSE
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,NASDAQ
RYAM,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,NYSE
RYB,"RYB Education, Inc.",Consumer Services,Other Consumer Services,NYSE
RYI,Ryerson Holding Corporation,Basic Industries,Metal Fabrications,NYSE
RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
RYTM,"Rhythm Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
RZA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,NYSE
RZB,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,NYSE
S,Sprint Corporation,Public Utilities,Telecommunications Equipment,NYSE
SA,"Seabridge Gold, Inc.",Basic Industries,Precious Metals,NYSE
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SACH,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts,AMEX
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production,NASDAQ
SAFE,Safehold Inc.,Consumer Services,Real Estate,NYSE
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SAH,"Sonic Automotive, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services,NYSE
SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting,NASDAQ
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation,NYSE
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution),NYSE
SAMA,Schultze Special Purpose Acquisition Corp.,Finance,Business Services,NASDAQ
SAMAU,Schultze Special Purpose Acquisition Corp.,Finance,Business Services,NASDAQ
SAMAW,Schultze Special Purpose Acquisition Corp.,Finance,Business Services,NASDAQ
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,NASDAQ
SAN,"Banco Santander, S.A.",Finance,Commercial Banks,NYSE
SAND          ,Sandstorm Gold Ltd,Basic Industries,Precious Metals,AMEX
SANM,Sanmina Corporation,Technology,Electrical Products,NASDAQ
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SAP,SAP SE,Technology,Computer Software: Prepackaged Software,NYSE
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks,NASDAQ
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,NASDAQ
SAVA,"Cassava Sciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,NYSE
SB,"Safe Bulkers, Inc",Transportation,Marine Transportation,NYSE
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals,NASDAQ
SBBX,SB One Bancorp,Finance,Major Banks,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks,NASDAQ
SBFG,"SB Financial Group, Inc.",Finance,Major Banks,NASDAQ
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,NASDAQ
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals,NYSE
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores,NYSE
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation,NASDAQ
SBLKZ,Star Bulk Carriers Corp.,Transportation,Marine Transportation,NASDAQ
SBNA,Scorpio Tankers Inc.,Transportation,Marine Transportation,NYSE
SBNY,Signature Bank,Finance,Major Banks,NASDAQ
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SBOW,"SilverBow Resorces, Inc.",Energy,Oil & Gas Production,NYSE
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SBR,Sabine Royalty Trust,Energy,Oil & Gas Production,NYSE
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply,NYSE
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks,NASDAQ
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
SBUX,Starbucks Corporation,Consumer Services,Restaurants,NASDAQ
SC,Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services,NYSE
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals,NYSE
SCHL,Scholastic Corporation,Consumer Services,Books,NASDAQ
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties,NASDAQ
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SCI,Service Corporation International,Consumer Services,Other Consumer Services,NYSE
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,NASDAQ
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics,NYSE
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SCOR,"comScore, Inc.",Miscellaneous,Business Services,NASDAQ
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ
SCPL,SciPlay Corporation,Technology,EDP Services,NASDAQ
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services,NYSE
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,NASDAQ
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,NYSE
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas Production,NYSE
SDI,Standard Diversified Inc.,Consumer Non-Durables,Tobacco,AMEX
SDLP,Seadrill Partners LLC,Energy,Oil & Gas Production,NYSE
SDPI,"Superior Drilling Products, Inc.",Energy,Metal Fabrications,AMEX
SDR,SandRidge Mississippian Trust II,Energy,Oil & Gas Production,NYSE
SDRL,Seadrill Limited,Energy,Oil & Gas Production,NYSE
SDT,SandRidge Mississippian Trust I,Energy,Oil & Gas Production,NYSE
SE,Sea Limited,Consumer Services,Other Consumer Services,NYSE
